IDpol,ClaimNb,Exposure,Area,VehPower,VehAge,DrivAge,BonusMalus,VehBrand,VehGas,Density,Region,ClaimAmountTotal
4132997,0,1.0,C,4,19,30,85,B1,'Regular',227,R54,0.0
4133060,0,1.0,C,5,11,32,50,B1,'Regular',227,R54,0.0
4133089,1,0.85,C,5,7,72,62,B3,'Diesel',136,R24,1204.0
4133342,0,0.08,C,5,13,45,50,B4,'Diesel',151,R93,0.0
4133541,0,1.0,E,7,19,51,57,B3,'Regular',8455,R82,0.0
4133562,0,1.0,E,5,9,36,50,B1,'Diesel',2105,R82,0.0
4133725,0,0.58,E,6,8,22,125,B3,'Diesel',3075,R72,0.0
4133914,0,0.75,C,5,4,65,50,B2,'Diesel',133,R23,0.0
4133970,0,0.82,A,5,7,53,95,B4,'Diesel',46,R54,0.0
4134199,0,0.16,A,8,6,46,68,B1,'Diesel',22,R24,0.0
4134479,0,1.0,C,10,18,53,76,B12,'Diesel',378,R82,0.0
4134770,0,0.99,A,6,22,81,50,B1,'Regular',26,R54,0.0
4134904,0,1.0,A,5,17,44,50,B5,'Diesel',26,R24,0.0
4135014,0,0.4,C,10,4,44,50,B3,'Diesel',145,R83,0.0
4135045,0,0.45,A,6,11,48,50,B2,'Diesel',16,R24,0.0
4135080,0,0.07,A,10,13,26,76,B5,'Diesel',25,R24,0.0
4135710,0,0.1,F,7,6,38,54,B11,'Diesel',27000,R11,0.0
4135785,0,0.14,C,7,19,32,72,B1,'Regular',269,R91,0.0
4135825,0,1.0,C,7,8,66,52,B1,'Diesel',214,R24,0.0
4135833,1,1.0,D,6,4,31,57,B4,'Diesel',1313,R24,288.25
4135839,0,1.0,B,7,4,58,50,B11,'Regular',59,R24,0.0
4135952,0,1.0,E,7,10,46,58,B3,'Regular',3744,R93,0.0
4136095,0,0.41,C,7,8,28,68,B1,'Diesel',118,R53,0.0
4136134,1,1.0,C,9,4,58,56,B1,'Regular',473,R53,602.0
4136272,0,1.0,C,7,6,58,50,B1,'Diesel',144,R82,0.0
4136446,0,0.15,D,6,11,75,50,B1,'Regular',516,R82,0.0
4136465,0,0.09,B,13,4,60,50,B2,'Regular',50,R24,0.0
4136807,0,1.0,E,6,5,44,50,B2,'Diesel',8455,R82,0.0
4137025,0,0.16,D,6,4,52,50,B3,'Diesel',1313,R24,0.0
4137499,0,1.0,C,8,7,57,50,B2,'Diesel',209,R25,0.0
4137657,0,1.0,E,4,12,58,50,B6,'Regular',2715,R93,0.0
4137678,0,0.88,E,6,16,52,50,B1,'Diesel',3744,R93,0.0
4137767,0,1.0,A,11,10,43,50,B1,'Diesel',23,R23,0.0
4137784,0,1.0,C,7,7,71,50,B2,'Regular',105,R24,0.0
4137808,0,1.0,B,8,22,33,50,B1,'Diesel',73,R24,0.0
4137915,0,0.5,D,11,12,36,100,B5,'Regular',1314,R24,0.0
4138237,0,0.33,A,6,14,47,50,B1,'Diesel',32,R24,0.0
4138266,0,0.9,D,4,4,56,50,B3,'Diesel',1313,R24,0.0
4138289,0,1.0,A,6,11,80,50,B1,'Diesel',18,R26,0.0
4138426,0,0.06,D,7,19,56,50,B1,'Regular',741,R24,0.0
4138434,0,1.0,C,6,2,47,50,B3,'Diesel',270,R24,0.0
4138443,0,1.0,C,5,16,33,50,B4,'Regular',114,R24,0.0
4138498,2,1.0,C,6,3,50,77,B3,'Diesel',201,R82,2408.0
4138645,0,0.9,D,4,8,35,50,B6,'Regular',609,R93,0.0
4138671,0,0.78,E,9,2,57,50,B10,'Regular',3317,R93,0.0
4139016,0,1.0,E,6,5,32,50,B1,'Diesel',2105,R82,0.0
4139607,0,1.0,C,6,2,79,50,B1,'Regular',240,R82,0.0
4139613,0,0.7,E,4,13,54,50,B6,'Regular',8455,R82,0.0
4139720,0,0.57,E,6,2,61,50,B13,'Diesel',8455,R82,0.0
4139774,0,1.0,E,6,9,71,50,B2,'Regular',3628,R82,0.0
4139817,0,0.85,C,7,3,54,50,B1,'Regular',149,R24,0.0
4139889,0,0.69,A,5,2,28,64,B1,'Regular',20,R24,0.0
4140210,0,0.96,E,9,8,38,51,B6,'Regular',3744,R93,0.0
4140234,1,1.0,A,4,12,31,60,B2,'Regular',49,R24,1204.0
4140312,0,1.0,D,5,3,51,50,B4,'Regular',1313,R24,0.0
4140571,0,0.67,D,5,8,69,50,B1,'Regular',1064,R24,0.0
4140654,0,0.22,E,10,10,29,58,B12,'Regular',3386,R53,0.0
4140770,0,0.02,C,9,10,22,95,B2,'Regular',465,R72,0.0
4140900,0,0.07,C,4,12,21,125,B2,'Regular',109,R53,0.0
4141166,0,0.03,D,4,14,26,125,B2,'Regular',904,R82,0.0
4141190,0,1.0,D,6,17,34,90,B5,'Regular',1753,R82,0.0
4141215,0,0.02,B,5,17,44,50,B1,'Regular',66,R82,0.0
4141515,0,0.41,E,5,10,68,50,B3,'Diesel',2733,R93,0.0
4141591,0,0.09,D,6,5,68,50,B1,'Regular',1601,R41,0.0
4141632,0,1.0,A,6,8,61,50,B2,'Diesel',10,R24,0.0
4141777,0,0.72,E,7,12,24,90,B1,'Regular',9307,R82,0.0
4141813,0,0.08,D,7,10,22,90,B2,'Regular',1732,R82,0.0
4142613,0,1.0,D,7,1,37,52,B2,'Regular',530,R24,0.0
4142969,0,0.14,B,7,15,53,50,B1,'Regular',57,R54,0.0
4142970,1,0.38,B,7,15,53,50,B1,'Regular',57,R54,3704.0
4143373,0,1.0,D,6,5,31,64,B6,'Regular',1054,R24,0.0
4143419,0,0.21,C,7,12,48,57,B2,'Diesel',308,R24,0.0
4143450,0,1.0,A,4,10,55,50,B2,'Regular',44,R24,0.0
4143601,0,0.3,B,7,12,56,50,B1,'Diesel',50,R24,0.0
4143639,0,1.0,A,7,9,65,50,B11,'Diesel',16,R24,0.0
4143649,0,1.0,A,6,3,69,50,B1,'Diesel',15,R24,0.0
4143782,0,1.0,E,6,12,44,50,B1,'Regular',2859,R11,0.0
4143979,0,1.0,C,6,2,48,50,B1,'Diesel',104,R91,0.0
4144151,0,0.05,C,8,13,48,50,B6,'Diesel',358,R82,0.0
4144170,0,0.08,D,5,16,29,95,B2,'Diesel',878,R82,0.0
4144372,0,1.0,D,6,16,20,90,B3,'Regular',1313,R24,0.0
4144480,1,1.0,C,6,8,23,76,B2,'Diesel',393,R24,1204.0
4144636,0,0.28,D,4,7,49,50,B1,'Regular',666,R31,0.0
4144662,0,1.0,D,7,8,32,50,B1,'Diesel',1273,R31,0.0
4144798,0,1.0,D,15,5,28,76,B12,'Regular',1313,R24,0.0
4145052,0,1.0,C,13,5,82,50,B13,'Regular',216,R82,0.0
4145496,0,0.57,E,10,2,49,50,B11,'Regular',5449,R82,0.0
4145625,0,0.55,B,5,14,46,53,B2,'Diesel',64,R52,0.0
4145919,0,1.0,A,4,14,31,60,B3,'Diesel',11,R24,0.0
4146102,0,1.0,A,4,8,41,51,B1,'Regular',27,R24,0.0
4146276,0,1.0,B,5,5,52,50,B2,'Diesel',87,R54,0.0
4146504,0,0.22,E,4,10,33,90,B2,'Diesel',3317,R93,0.0
4146523,0,1.0,B,8,2,41,50,B6,'Diesel',57,R24,0.0
4147386,0,0.08,A,4,13,59,50,B2,'Diesel',29,R24,0.0
4147397,0,0.14,A,5,14,55,50,B2,'Diesel',30,R24,0.0
4147420,0,0.88,B,7,3,32,50,B1,'Diesel',91,R24,0.0
4147435,0,1.0,A,6,3,46,50,B2,'Diesel',36,R53,0.0
4147543,0,0.42,C,4,11,35,50,B2,'Regular',136,R53,0.0
4147590,0,1.0,A,4,16,28,54,B1,'Regular',17,R26,0.0
4147997,0,0.22,D,8,12,56,66,B3,'Regular',796,R11,0.0
4148123,0,1.0,C,5,18,49,50,B1,'Regular',286,R24,0.0
4148176,0,0.59,A,6,6,52,90,B2,'Diesel',30,R24,0.0
4148261,0,1.0,C,8,2,30,58,B3,'Regular',178,R82,0.0
4148274,0,0.54,D,5,16,35,76,B4,'Regular',540,R24,0.0
4148320,0,0.75,C,5,2,49,50,B5,'Regular',192,R24,0.0
4148498,0,0.03,D,8,3,45,80,B11,'Regular',713,R52,0.0
4148594,0,1.0,E,7,6,35,51,B2,'Regular',3744,R93,0.0
4148605,0,1.0,D,7,11,40,85,B1,'Regular',1232,R93,0.0
4148687,0,0.9,D,4,13,55,50,B1,'Regular',889,R82,0.0
4148784,0,0.65,D,4,1,48,50,B1,'Diesel',1526,R82,0.0
4148953,0,1.0,A,5,5,59,50,B2,'Regular',40,R24,0.0
4149054,0,1.0,E,6,9,53,50,B1,'Regular',3430,R82,0.0
4149082,0,1.0,E,12,16,46,54,B3,'Regular',5449,R82,0.0
4149280,0,1.0,E,5,2,47,50,B1,'Diesel',3368,R24,0.0
4149623,0,1.0,C,6,4,37,50,B1,'Diesel',405,R24,0.0
4149881,0,1.0,D,4,13,56,57,B2,'Regular',1408,R52,0.0
4149883,0,1.0,D,7,16,35,58,B1,'Diesel',763,R52,0.0
4149914,0,0.33,E,9,11,20,95,B1,'Regular',4128,R52,0.0
4150051,0,0.27,D,9,24,26,85,B13,'Regular',821,R24,0.0
4150282,0,1.0,C,5,8,63,50,B1,'Regular',473,R53,0.0
4150301,0,0.71,C,15,2,44,72,B12,'Regular',125,R53,0.0
4150358,0,1.0,C,4,3,53,50,B1,'Diesel',155,R24,0.0
4150569,0,1.0,D,4,5,33,50,B1,'Regular',600,R82,0.0
4150799,0,0.96,C,5,6,22,85,B3,'Regular',223,R24,0.0
4150809,0,0.71,C,6,16,34,68,B1,'Diesel',115,R24,0.0
4150897,0,0.5,D,7,9,29,85,B5,'Diesel',1054,R24,0.0
4151141,0,0.46,B,6,5,33,50,B1,'Diesel',56,R24,0.0
4151263,0,1.0,C,4,17,42,50,B2,'Regular',182,R24,0.0
4151408,0,0.49,B,7,2,58,50,B1,'Diesel',65,R53,0.0
4151502,0,0.15,C,5,11,37,50,B1,'Diesel',370,R24,0.0
4151581,0,0.25,D,7,16,56,51,B5,'Regular',1332,R24,0.0
4151742,0,1.0,D,10,5,27,76,B6,'Regular',1326,R93,0.0
4151865,0,0.03,C,5,1,43,55,B2,'Diesel',175,R93,0.0
4151892,0,1.0,D,12,7,88,62,B10,'Diesel',670,R82,0.0
4151973,0,0.7,D,8,9,51,50,B2,'Diesel',1054,R24,0.0
4152042,0,0.08,A,6,16,25,95,B6,'Diesel',22,R24,0.0
4152106,0,0.46,D,8,2,21,95,B3,'Diesel',573,R82,0.0
4152162,0,0.58,C,5,9,68,50,B4,'Regular',416,R82,0.0
4152294,0,0.5,D,10,13,49,50,B4,'Regular',1168,R31,0.0
4152334,0,0.14,E,6,15,24,90,B5,'Regular',2039,R31,0.0
4152369,1,0.22,D,10,12,57,50,B2,'Diesel',1466,R31,1204.0
4152439,0,1.0,A,7,16,43,50,B2,'Diesel',13,R24,0.0
4152485,0,1.0,B,5,2,43,52,B2,'Diesel',91,R24,0.0
4152693,0,0.62,D,4,53,68,50,B1,'Regular',741,R24,0.0
4152978,1,1.0,C,6,24,63,50,B1,'Diesel',238,R52,1204.0
4153066,0,1.0,E,7,4,39,50,B3,'Regular',4348,R72,0.0
4153094,0,0.2,D,6,13,29,68,B2,'Diesel',1287,R72,0.0
4153145,0,0.03,A,5,2,24,80,B3,'Diesel',35,R24,0.0
4153190,0,0.24,C,5,12,41,50,B1,'Diesel',186,R24,0.0
4153405,0,1.0,C,5,12,20,90,B2,'Diesel',280,R72,0.0
4153420,0,1.0,A,6,7,37,50,B2,'Diesel',14,R72,0.0
4153645,0,0.1,D,4,0,41,50,B1,'Diesel',761,R82,0.0
4153928,0,0.89,D,7,8,41,50,B1,'Regular',1629,R93,0.0
4154001,0,0.45,D,9,4,38,50,B5,'Regular',583,R93,0.0
4154062,0,1.0,D,6,7,33,51,B12,'Regular',1072,R42,0.0
4154136,0,0.04,B,4,16,48,100,B1,'Regular',94,R53,0.0
4154267,0,0.45,B,9,8,53,50,B12,'Regular',82,R24,0.0
4154405,0,0.62,F,6,16,32,95,B1,'Diesel',27000,R11,0.0
4154670,0,0.49,A,7,2,34,50,B5,'Diesel',41,R24,0.0
4154687,0,1.0,C,6,2,56,50,B2,'Diesel',170,R24,0.0
4154963,0,0.01,D,7,16,51,100,B5,'Regular',831,R54,0.0
4155024,0,0.66,B,7,13,38,95,B1,'Regular',51,R24,0.0
4155137,0,1.0,B,5,7,37,50,B6,'Regular',64,R26,0.0
4155259,0,1.0,C,6,9,24,80,B3,'Regular',222,R24,0.0
4155796,0,0.34,E,7,12,56,50,B11,'Diesel',3430,R82,0.0
4155828,0,0.6,C,7,3,42,50,B12,'Diesel',142,R52,0.0
4155990,0,0.1,C,5,12,30,60,B4,'Regular',242,R82,0.0
4156139,0,0.44,C,6,4,39,100,B1,'Diesel',120,R24,0.0
4156237,0,0.51,B,7,12,41,50,B2,'Regular',57,R24,0.0
4156335,0,1.0,C,4,1,34,50,B3,'Diesel',421,R93,0.0
4156920,0,0.03,D,8,0,56,50,B5,'Regular',509,R82,0.0
4157052,0,1.0,C,6,16,55,50,B1,'Diesel',122,R11,0.0
4157160,0,1.0,E,6,6,40,80,B12,'Regular',4128,R52,0.0
4157216,0,1.0,D,6,7,23,85,B3,'Diesel',546,R82,0.0
4157297,0,1.0,D,4,5,58,58,B2,'Regular',745,R82,0.0
4157329,0,1.0,D,7,11,30,53,B2,'Diesel',521,R82,0.0
4157759,0,0.34,F,8,1,72,50,B4,'Diesel',27000,R11,0.0
4157813,0,0.78,D,6,3,54,50,B1,'Diesel',1171,R11,0.0
4158077,0,0.06,E,4,15,49,50,B6,'Regular',3963,R91,0.0
4158211,0,0.34,D,4,14,72,71,B2,'Regular',1054,R24,0.0
4158258,0,0.41,E,5,20,37,95,B2,'Diesel',2019,R11,0.0
4158528,0,1.0,C,10,10,38,50,B3,'Diesel',405,R24,0.0
4158550,0,0.3,D,6,2,30,57,B3,'Diesel',1313,R24,0.0
4158564,0,1.0,A,6,8,49,50,B4,'Regular',49,R24,0.0
4158602,0,0.17,A,14,0,65,50,B11,'Diesel',23,R24,0.0
4158666,0,0.16,B,8,20,39,51,B13,'Regular',63,R24,0.0
4158701,0,0.73,B,5,9,20,95,B1,'Regular',90,R82,0.0
4158902,0,1.0,E,6,6,28,85,B1,'Diesel',3744,R93,0.0
4159063,0,0.56,E,8,18,61,50,B10,'Diesel',2740,R22,0.0
4159451,0,0.07,A,12,0,41,50,B12,'Diesel',10,R24,0.0
4159510,0,0.7,A,7,11,54,50,B2,'Diesel',10,R24,0.0
4159776,0,0.17,C,6,6,57,50,B2,'Diesel',405,R24,0.0
4159863,0,0.46,C,5,10,51,50,B3,'Diesel',213,R74,0.0
4160020,0,0.05,A,5,5,32,50,B2,'Diesel',9,R74,0.0
4160040,0,0.94,E,5,1,42,50,B4,'Regular',7187,R11,0.0
4160228,0,0.01,A,5,10,21,80,B1,'Regular',43,R24,0.0
4160231,0,0.6,A,5,18,28,72,B3,'Regular',31,R24,0.0
4160272,0,0.63,B,9,9,45,50,B10,'Diesel',53,R24,0.0
4160399,0,0.96,E,6,5,42,50,B2,'Regular',4128,R52,0.0
4160452,0,0.55,E,4,13,26,74,B2,'Regular',6485,R11,0.0
4160817,0,1.0,E,5,18,22,80,B4,'Regular',4116,R24,0.0
4160871,0,0.86,A,7,18,35,50,B2,'Regular',25,R24,0.0
4160919,0,0.1,A,6,14,44,60,B1,'Diesel',25,R24,0.0
4160973,0,0.03,D,6,13,51,56,B1,'Diesel',1851,R53,0.0
4161159,0,1.0,D,9,18,44,90,B5,'Regular',1535,R72,0.0
4161445,1,0.39,E,4,4,26,76,B2,'Diesel',8884,R11,1204.0
4161581,0,1.0,D,6,1,50,50,B11,'Diesel',1286,R91,0.0
4161712,0,1.0,C,8,1,51,50,B12,'Diesel',111,R24,0.0
4161916,0,0.6,C,7,6,51,50,B5,'Regular',308,R72,0.0
4162200,0,0.16,C,5,3,41,50,B1,'Regular',182,R24,0.0
4162214,0,1.0,B,4,15,70,50,B2,'Regular',71,R24,0.0
4162364,0,0.93,D,5,1,76,76,B2,'Regular',1326,R93,0.0
4162835,0,0.42,C,4,2,49,50,B3,'Diesel',192,R24,0.0
4162935,0,0.38,E,5,11,42,61,B1,'Regular',3688,R82,0.0
4162940,0,1.0,D,7,9,21,95,B1,'Diesel',854,R82,0.0
4163090,0,1.0,C,5,1,41,50,B1,'Diesel',338,R53,0.0
4163146,0,1.0,C,9,3,35,50,B2,'Regular',485,R52,0.0
4163176,0,0.68,C,7,0,50,50,B6,'Regular',461,R53,0.0
4163354,0,0.29,D,6,0,43,95,B3,'Diesel',762,R93,0.0
4163435,0,0.35,C,7,4,28,64,B2,'Diesel',359,R53,0.0
4163539,0,0.77,D,6,0,55,85,B1,'Diesel',1191,R11,0.0
4163839,0,0.37,A,6,8,28,95,B2,'Diesel',44,R24,0.0
4164065,0,0.46,C,14,2,52,50,B10,'Regular',433,R93,0.0
4164274,0,0.52,A,7,14,45,50,B1,'Regular',38,R26,0.0
4164363,0,1.0,E,12,4,62,50,B11,'Diesel',8549,R82,0.0
4164370,1,1.0,E,7,3,25,80,B12,'Regular',8549,R82,358.13
4164438,0,0.52,C,6,9,32,78,B3,'Diesel',115,R52,0.0
4164570,0,0.23,C,10,9,30,72,B12,'Regular',358,R73,0.0
4164599,0,0.01,B,6,9,76,95,B13,'Diesel',94,R54,0.0
4164675,0,0.05,A,10,1,38,50,B1,'Diesel',24,R54,0.0
4164714,0,1.0,D,7,9,45,50,B1,'Regular',1054,R24,0.0
4165194,0,0.16,D,6,3,40,80,B2,'Diesel',1408,R52,0.0
4165202,0,0.21,D,7,10,23,95,B2,'Diesel',1408,R52,0.0
4165453,0,1.0,A,5,1,77,50,B2,'Regular',40,R24,0.0
4165724,0,1.0,A,5,17,71,50,B1,'Regular',11,R24,0.0
4165793,0,0.23,C,7,12,46,50,B1,'Regular',399,R24,0.0
4165907,0,0.38,F,6,2,36,64,B2,'Diesel',27000,R11,0.0
4166108,1,0.98,B,11,6,44,62,B1,'Diesel',65,R25,3204.0
4166306,0,0.78,C,6,1,39,50,B2,'Diesel',295,R52,0.0
4166441,0,0.79,C,11,10,53,50,B10,'Diesel',298,R24,0.0
4166499,0,0.05,D,4,2,49,50,B1,'Regular',983,R52,0.0
4166944,1,0.37,E,6,6,29,60,B2,'Diesel',3021,R53,1204.0
4166963,0,0.23,C,5,0,57,50,B12,'Diesel',104,R53,0.0
4167276,0,0.58,B,7,5,50,90,B1,'Diesel',50,R24,0.0
4167320,0,1.0,C,7,19,70,50,B1,'Regular',432,R24,0.0
4167626,0,0.96,E,9,13,23,95,B2,'Regular',3545,R11,0.0
4167825,0,1.0,C,7,16,53,50,B5,'Diesel',303,R72,0.0
4167895,0,0.32,A,6,7,53,64,B2,'Diesel',13,R72,0.0
4167916,0,0.49,E,6,15,25,95,B2,'Regular',4348,R72,0.0
4168171,0,0.01,F,9,7,50,50,B1,'Regular',27000,R11,0.0
4168324,0,0.16,A,7,5,69,50,B1,'Diesel',23,R24,0.0
4168449,0,0.24,D,6,16,61,62,B2,'Diesel',1244,R53,0.0
4168797,0,0.42,B,5,6,49,50,B2,'Diesel',67,R82,0.0
4168813,0,0.26,E,5,16,19,100,B2,'Diesel',5449,R82,0.0
4168880,0,0.08,A,11,11,39,50,B1,'Diesel',13,R24,0.0
4168971,0,0.66,C,6,19,79,50,B3,'Regular',312,R11,0.0
4169001,0,0.42,C,5,2,37,60,B2,'Diesel',182,R24,0.0
4169010,0,0.56,E,7,15,33,60,B1,'Regular',3688,R82,0.0
4169114,0,0.06,E,9,2,44,50,B2,'Regular',2377,R82,0.0
4169220,0,1.0,D,4,18,42,95,B1,'Regular',1054,R24,0.0
4169649,0,0.03,E,5,1,35,100,B2,'Diesel',8549,R82,0.0
4169857,0,0.1,D,7,3,55,50,B10,'Regular',1313,R24,0.0
4169946,0,0.18,C,7,3,21,100,B1,'Regular',134,R91,0.0
4170119,0,1.0,D,5,21,23,76,B2,'Regular',856,R24,0.0
4170160,1,1.0,A,5,13,24,112,B2,'Diesel',34,R24,1204.0
4170501,0,0.5,A,4,0,52,50,B2,'Diesel',26,R26,0.0
4170519,0,0.12,A,4,2,39,50,B1,'Diesel',14,R24,0.0
4170577,0,0.46,A,5,5,41,50,B2,'Diesel',47,R25,0.0
4170682,0,0.91,C,6,5,70,50,B6,'Diesel',473,R53,0.0
4170694,0,0.66,A,6,13,33,50,B2,'Diesel',32,R24,0.0
4170966,0,0.03,C,14,11,32,51,B11,'Regular',139,R24,0.0
4171326,0,1.0,A,6,18,53,50,B1,'Diesel',20,R24,0.0
4171328,0,0.13,C,5,11,81,50,B5,'Regular',405,R24,0.0
4171444,0,1.0,C,6,14,25,59,B1,'Diesel',307,R24,0.0
4171755,0,0.13,A,7,17,83,50,B2,'Regular',38,R24,0.0
4171860,0,1.0,A,4,13,89,50,B1,'Regular',23,R24,0.0
4171981,0,0.97,D,4,15,50,50,B1,'Regular',546,R52,0.0
4172113,0,1.0,C,5,10,67,50,B1,'Regular',103,R53,0.0
4172117,0,1.0,D,6,4,43,50,B1,'Diesel',1165,R53,0.0
4172261,0,1.0,B,5,3,42,51,B1,'Diesel',94,R53,0.0
4172456,0,0.12,A,6,6,53,50,B1,'Diesel',27,R24,0.0
4172558,0,1.0,C,4,5,60,50,B1,'Regular',498,R52,0.0
4172706,0,1.0,A,4,9,84,50,B2,'Regular',25,R24,0.0
4172792,0,1.0,C,5,4,44,50,B3,'Regular',405,R24,0.0
4172981,0,1.0,D,4,5,39,50,B1,'Regular',1109,R24,0.0
4173000,0,1.0,C,5,4,72,50,B1,'Regular',138,R24,0.0
4173064,0,1.0,D,8,19,62,50,B11,'Regular',634,R53,0.0
4173222,0,0.08,C,5,18,46,50,B1,'Regular',461,R53,0.0
4173352,0,0.25,E,7,5,48,50,B3,'Regular',2484,R26,0.0
4173422,0,0.66,B,6,8,40,50,B2,'Diesel',51,R24,0.0
4173456,0,0.6,C,4,19,87,50,B2,'Regular',227,R54,0.0
4173487,0,1.0,C,5,10,51,50,B5,'Diesel',105,R24,0.0
4173857,0,1.0,C,5,18,39,50,B2,'Regular',192,R24,0.0
4173864,0,1.0,C,9,8,63,50,B2,'Regular',137,R24,0.0
4174128,0,1.0,E,7,13,59,50,B6,'Regular',4685,R11,0.0
4174450,0,0.48,B,7,7,49,50,B2,'Diesel',91,R24,0.0
4174461,0,1.0,A,5,8,89,50,B1,'Regular',13,R24,0.0
4174498,0,0.8,C,7,12,70,50,B2,'Regular',405,R24,0.0
4174740,0,1.0,C,6,6,38,50,B4,'Diesel',214,R52,0.0
4174808,0,1.0,D,8,9,55,57,B1,'Diesel',983,R52,0.0
4174944,0,1.0,C,7,11,67,62,B2,'Regular',222,R24,0.0
4174993,0,1.0,C,6,9,58,50,B3,'Regular',399,R24,0.0
4175044,0,1.0,A,4,3,59,50,B2,'Regular',44,R73,0.0
4175196,0,0.22,B,5,16,38,80,B2,'Regular',91,R24,0.0
4175454,0,1.0,D,6,5,35,50,B1,'Diesel',1127,R24,0.0
4175740,0,1.0,B,6,6,35,50,B3,'Diesel',67,R82,0.0
4175742,0,0.97,B,13,15,50,52,B11,'Regular',93,R91,0.0
4175813,0,1.0,C,7,6,44,50,B1,'Regular',163,R52,0.0
4176254,0,1.0,D,6,6,44,50,B12,'Diesel',1408,R52,0.0
4176313,0,1.0,C,7,14,37,50,B2,'Regular',461,R53,0.0
4176320,0,1.0,D,5,13,34,51,B2,'Regular',1005,R73,0.0
4176429,0,0.27,E,10,4,44,50,B11,'Diesel',4128,R52,0.0
4176468,0,1.0,A,6,15,51,50,B2,'Regular',21,R24,0.0
4176538,0,0.83,E,10,6,38,50,B3,'Diesel',4116,R24,0.0
4176555,0,1.0,D,4,13,79,50,B1,'Regular',1182,R82,0.0
4176577,0,0.74,B,5,3,38,54,B2,'Diesel',61,R24,0.0
4176658,0,1.0,A,7,5,35,57,B13,'Diesel',49,R54,0.0
4176997,0,1.0,B,7,16,44,50,B11,'Diesel',68,R24,0.0
4177111,0,1.0,D,7,6,78,50,B2,'Diesel',568,R24,0.0
4177428,0,1.0,B,7,10,56,50,B1,'Regular',84,R24,0.0
4177486,0,1.0,D,4,12,34,57,B2,'Regular',1313,R24,0.0
4177616,0,1.0,B,5,8,72,50,B1,'Diesel',94,R54,0.0
4177858,0,1.0,A,9,8,59,50,B12,'Diesel',21,R24,0.0
4177888,0,1.0,A,4,21,73,50,B2,'Regular',27,R24,0.0
4178007,0,1.0,A,6,12,53,50,B1,'Diesel',9,R24,0.0
4178330,0,1.0,A,5,13,80,50,B2,'Diesel',11,R24,0.0
4178380,0,1.0,D,5,3,78,50,B1,'Regular',1054,R24,0.0
4178401,0,0.1,A,6,14,64,50,B12,'Diesel',41,R54,0.0
4178755,0,0.24,A,5,7,49,50,B13,'Diesel',44,R24,0.0
4178933,0,1.0,D,6,10,33,60,B1,'Regular',1422,R82,0.0
4179400,0,1.0,D,4,13,64,50,B2,'Regular',1064,R24,0.0
4179460,0,0.13,C,6,7,31,67,B5,'Diesel',106,R24,0.0
4180622,0,0.74,E,5,6,44,80,B5,'Regular',2044,R24,0.0
4180670,0,0.38,C,5,9,30,72,B3,'Diesel',150,R24,0.0
4180797,0,0.0027322404371584,C,5,16,42,50,B2,'Regular',109,R52,0.0
4181280,0,0.28,C,11,7,54,50,B6,'Regular',473,R53,0.0
4181306,0,0.16,C,6,3,29,50,B13,'Diesel',175,R53,0.0
4181554,0,0.53,E,4,4,33,90,B1,'Regular',9307,R82,0.0
4181613,0,0.5,B,7,12,57,50,B4,'Diesel',67,R24,0.0
4181618,0,0.47,A,6,9,41,50,B2,'Diesel',16,R24,0.0
4181786,0,0.77,D,11,11,35,100,B2,'Regular',824,R91,0.0
4181909,1,0.25,B,5,7,23,80,B3,'Diesel',79,R26,1204.0
4181930,0,0.09,D,15,4,41,50,B11,'Regular',1753,R82,0.0
4181940,0,0.39,D,7,15,25,100,B5,'Regular',1729,R74,0.0
4182014,0,1.0,B,6,6,35,57,B3,'Regular',57,R24,0.0
4182117,0,0.09,A,6,11,46,50,B2,'Regular',21,R24,0.0
4182176,0,0.66,E,7,8,33,57,B13,'Regular',4116,R24,0.0
4182178,0,0.45,C,6,16,35,54,B1,'Diesel',271,R24,0.0
4182429,0,0.09,D,6,4,56,50,B2,'Diesel',1313,R24,0.0
4182759,0,0.86,B,6,0,62,50,B2,'Regular',94,R53,0.0
4182900,0,0.27,A,5,14,33,72,B1,'Regular',25,R52,0.0
4182925,0,0.46,C,6,7,33,50,B2,'Diesel',109,R52,0.0
4182957,0,0.19,D,10,12,69,50,B12,'Regular',1055,R72,0.0
4183227,0,0.33,A,8,4,49,50,B1,'Diesel',37,R53,0.0
4183239,0,0.31,C,6,12,50,50,B1,'Diesel',342,R53,0.0
4183448,0,0.35,D,6,2,52,50,B1,'Diesel',1313,R24,0.0
4183487,0,0.22,A,9,3,34,50,B1,'Regular',17,R93,0.0
4183559,0,0.05,D,5,19,37,60,B3,'Regular',1313,R24,0.0
4183632,0,0.11,B,6,12,42,62,B1,'Diesel',91,R24,0.0
4183758,0,0.0054644808743169,A,6,7,38,51,B3,'Diesel',4,R24,0.0
4183907,0,0.23,B,8,0,44,50,B12,'Diesel',56,R25,0.0
4184068,0,0.33,C,7,19,51,50,B5,'Regular',132,R82,0.0
4184316,1,0.04,C,7,14,40,60,B2,'Regular',467,R24,1204.0
4184365,0,0.09,E,10,0,37,50,B3,'Regular',2715,R24,0.0
4184510,0,0.08,F,7,7,30,100,B1,'Diesel',27000,R11,0.0
4184668,0,0.02,C,12,0,51,50,B12,'Diesel',399,R24,0.0
4184681,0,0.45,A,7,8,58,58,B4,'Regular',34,R52,0.0
